Epoch,Train Loss,Validation Loss
1,2.339120789866923,2.324998651851307
2,2.3380007670663505,2.324998651851307
3,2.338145919468092,2.324998651851307
4,2.339107193300486,2.324998651851307
5,2.337485590249376,2.324998651851307
6,2.3387417500586154,2.324998651851307
7,2.3387315419628796,2.324998651851307
8,2.33777560541392,2.324998651851307
9,2.3371013290132097,2.324998651851307
10,2.3376592345859692,2.324998651851307
11,2.338947960787722,2.324998651851307
12,2.3387282114199666,2.324998651851307
13,2.3368124138668676,2.324998651851307
14,2.337520862784227,2.324998651851307
15,2.336942620899366,2.324998651851307
16,2.338022897310574,2.324998651851307
17,2.3392562664988095,2.324998651851307
18,2.3366797336227143,2.324998651851307
19,2.338519232962138,2.324998651851307
20,2.3367107774290585,2.324998651851307
21,2.3387922216254426,2.324998651851307
22,2.337936031848878,2.324998651851307
23,2.3378880249569787,2.324998651851307
24,2.337923090171326,2.324998651851307
25,2.338485630576873,2.324998651851307
26,2.338088874621769,2.324998651851307
27,2.338931885521735,2.324998651851307
28,2.339636000830804,2.324998651851307
29,2.338042925690751,2.324998651851307
30,2.3372551528998957,2.324998651851307
31,2.3374489774484464,2.324998651851307
32,2.3376198034457234,2.324998651851307
33,2.3371994428317566,2.324998651851307
34,2.3389850077421768,2.324998651851307
35,2.338434784613607,2.324998651851307
36,2.338383400226798,2.324998651851307
37,2.338377634277734,2.324998651851307
38,2.3383639938081315,2.324998651851307
39,2.338746294646007,2.324998651851307
40,2.337787670857461,2.324998651851307
41,2.3373624010159233,2.324998651851307
42,2.337899855640538,2.324998651851307
43,2.33673412171776,2.324998651851307
44,2.338329220062022,2.324998651851307
45,2.3366927429843134,2.324998651851307
46,2.3381779437784647,2.324998651851307
47,2.3385887280144653,2.324998651851307
48,2.3375211018125723,2.324998651851307
49,2.3373754512318565,2.324998651851307
50,2.339059930323335,2.324998651851307
51,2.337908617980645,2.324998651851307
52,2.3379547839884256,2.324998651851307
53,2.338674495897025,2.324998651851307
54,2.337952394924505,2.324998651851307
55,2.3377239454127943,2.324998651851307
56,2.3384824665001287,2.324998651851307
57,2.339256118325626,2.324998651851307
58,2.3386486210786472,2.324998651851307
59,2.338025264422912,2.324998651851307
60,2.3388173500900074,2.324998651851307
61,2.3383613516912436,2.324998651851307
62,2.340285571944683,2.324998651851307
63,2.3381321387522664,2.324998651851307
64,2.3380178893008807,2.324998651851307
65,2.338617433977249,2.324998651851307
66,2.3382539090598025,2.324998651851307
67,2.3375851772630307,2.324998651851307
68,2.3382186157929015,2.324998651851307
69,2.337708716502275,2.324998651851307
70,2.3395763278922157,2.324998651851307
71,2.339084877687342,2.324998651851307
72,2.3376282566343733,2.324998651851307
73,2.3381771273015404,2.324998651851307
74,2.3382999957979793,2.324998651851307
75,2.338632791548434,2.324998651851307
76,2.3384049749740248,2.324998651851307
77,2.3382532206337774,2.324998651851307
78,2.338888210408828,2.324998651851307
79,2.3379460850640026,2.324998651851307
80,2.3380933015242866,2.324998651851307
