Epoch,Train Loss,Validation Loss
1,2.422827401734374,2.435597655139392
2,2.4239471867261337,2.435597655139392
3,2.423220711900755,2.435597655139392
4,2.4228577930908983,2.435597655139392
5,2.42490972033547,2.435597655139392
6,2.4219495286722013,2.435597655139392
7,2.42307880162583,2.435597655139392
8,2.422549860556717,2.435597655139392
9,2.4239514941144784,2.435597655139392
10,2.422807692261913,2.435597655139392
11,2.421111283094987,2.435597655139392
12,2.4236404907977795,2.435597655139392
13,2.423442439959787,2.435597655139392
14,2.4223043284452785,2.435597655139392
15,2.4227246963764397,2.435597655139392
16,2.4228065812679205,2.435597655139392
17,2.423524142531178,2.435597655139392
18,2.4223741905768508,2.435597655139392
19,2.4219309167788765,2.435597655139392
20,2.425353716706376,2.435597655139392
21,2.423653848945637,2.435597655139392
22,2.42504270973108,2.435597655139392
23,2.4234307257415693,2.435597655139392
24,2.4235022244855875,2.435597655139392
25,2.4222721955965243,2.435597655139392
26,2.4239188990629543,2.435597655139392
27,2.4233929342626,2.435597655139392
28,2.422950932436892,2.435597655139392
29,2.4237447919138253,2.435597655139392
30,2.4221648621132306,2.435597655139392
31,2.4226098560616185,2.435597655139392
32,2.423449044337358,2.435597655139392
33,2.4230995117246037,2.435597655139392
34,2.422619273900376,2.435597655139392
35,2.4241037789513085,2.435597655139392
36,2.423269819420622,2.435597655139392
37,2.423505369049814,2.435597655139392
38,2.423109143591293,2.435597655139392
39,2.4222113952002564,2.435597655139392
40,2.4232864032316086,2.435597655139392
41,2.423324466666297,2.435597655139392
42,2.4240779193770856,2.435597655139392
43,2.4226579690528345,2.435597655139392
44,2.4215792804727774,2.435597655139392
45,2.4239716603018135,2.435597655139392
46,2.4240539439803803,2.435597655139392
47,2.4220283909526934,2.435597655139392
48,2.423523490081358,2.435597655139392
49,2.4243488628845995,2.435597655139392
50,2.4241691489353814,2.435597655139392
51,2.4232642473772055,2.435597655139392
52,2.4224617438548055,2.435597655139392
53,2.4233753266541855,2.435597655139392
54,2.4220426832623496,2.435597655139392
55,2.423123892006057,2.435597655139392
56,2.4243795426605304,2.435597655139392
57,2.422121524201025,2.435597655139392
58,2.4234519559709007,2.435597655139392
59,2.4240464383683853,2.435597655139392
60,2.4236578063281904,2.435597655139392
61,2.42365462090963,2.435597655139392
62,2.4231433648892375,2.435597655139392
63,2.4217853186380527,2.435597655139392
64,2.423679998768565,2.435597655139392
65,2.423733689900859,2.435597655139392
66,2.4238974682205474,2.435597655139392
67,2.4226786840297376,2.435597655139392
68,2.421950742106913,2.435597655139392
69,2.4245348537669464,2.435597655139392
70,2.4227853199405134,2.435597655139392
71,2.423722517764782,2.435597655139392
72,2.4235541046123066,2.435597655139392
73,2.4241068942467576,2.435597655139392
74,2.4218948619140077,2.435597655139392
75,2.423166293927166,2.435597655139392
76,2.4237142749454663,2.435597655139392
77,2.4257248844332095,2.435597655139392
78,2.422117815603076,2.435597655139392
79,2.4235100490052988,2.435597655139392
80,2.423619820943574,2.435597655139392
