train,val
1.6240073288681665,0.4140730791642696
0.3126073112842371,0.2075865210941698
0.176528632068939,0.1458573458669117
0.126818940706694,0.1217090897438929
0.0990367161074299,0.1211750456161467
0.0771648710919246,0.090998538195073
0.0621843922641009,0.1046112404334582
0.0502458299819959,0.1150426756961954
0.0441953724722808,0.0878409398819137
0.0340324459445557,0.0828133285560651
0.0282470561650349,0.0862947781529731
0.027082421680116,0.1034973654111322
0.0206963850561577,0.0992405264714992
0.0211266470804457,0.0798049589933656
0.0165621676424052,0.0950467498857701
0.0159620803745854,0.1188521260908462
0.0147242518367746,0.1171106615122569
0.0130452247070787,0.0919793445332921
0.0131045883015502,0.096500465132464
0.0119090883463654,0.0758246142797384
0.0112795348063288,0.0714142881812866
0.0094943910998268,0.0831199468126744
0.0095824881548075,0.0894175312617369
0.0098502218404427,0.0699032435826942
0.0091681518215545,0.0658958289254597
0.0074416580006957,0.0648811531980846
0.0079527721997802,0.0566548853858542
0.0066318698584997,0.0844126855448894
0.0083609282759161,0.0687423699524239
0.0075683583017574,0.0716636356087522
0.0074556294271181,0.0843161641496753
0.0059370443486608,0.0718075448706955
0.0064496018391836,0.0981996265279663
0.0067445982825184,0.087642792281143
0.007875150814135,0.0810400622919783
0.0056066652402123,0.0716827890062839
0.0061491073335493,0.1002485383558686
0.0069876878303607,0.0948264974237495
0.0057273916820572,0.0810320239671293
0.0050243210259894,0.0651417446771879
0.0055090170624948,0.0584521544956634
0.0053111363985639,0.0634946344148403
0.0070282471510807,0.0874883881075059
0.0048863309436508,0.0694921718891697
0.0045445261423979,0.0535126019369324
0.0038546664915762,0.0895770082137866
0.0049824004538331,0.0704204879006415
0.0053749319875618,0.0707733243691477
0.0043677212495411,0.0806917024697702
0.004227022765512,0.0708256942819308
0.0053168338729513,0.0640545955996133
0.0048764490890386,0.0694032180901869
0.0054469655483716,0.0861292210392427
0.0033705435007485,0.0851939863093894
0.004947348792519169,0.059928441866650015
