Epoch,Train Loss,Validation Loss
1,2.4067006367246817,2.3978610732338645
2,2.4061948112819507,2.3978610732338645
3,2.406117991108419,2.3978610732338645
4,2.405778748300069,2.3978610732338645
5,2.4069015650493104,2.3978610732338645
6,2.4051229130581517,2.3978610732338645
7,2.406635805164152,2.3978610732338645
8,2.406676899746556,2.3978610732338645
9,2.404214516320192,2.3978610732338645
10,2.4054512184904056,2.3978610732338645
11,2.406065485361592,2.3978610732338645
12,2.404137721147074,2.3978610732338645
13,2.406346268666065,2.3978610732338645
14,2.4055678131025466,2.3978610732338645
15,2.404275349034068,2.3978610732338645
16,2.4067476027457,2.3978610732338645
17,2.4056049246922173,2.3978610732338645
18,2.404414414749731,2.3978610732338645
19,2.40526124705439,2.3978610732338645
20,2.406890605111866,2.3978610732338645
21,2.4064782025564053,2.3978610732338645
22,2.4056052789663718,2.3978610732338645
23,2.4059395296189487,2.3978610732338645
24,2.406315354130152,2.3978610732338645
25,2.4050498953865618,2.3978610732338645
26,2.4057672353046935,2.3978610732338645
27,2.4056744526719194,2.3978610732338645
28,2.406303897843032,2.3978610732338645
29,2.4070879419136535,2.3978610732338645
30,2.405842085323675,2.3978610732338645
31,2.405817670285549,2.3978610732338645
32,2.406391612709026,2.3978610732338645
33,2.4058383096514455,2.3978610732338645
34,2.405599092278639,2.3978610732338645
35,2.4051444329264218,2.3978610732338645
36,2.4056032155175955,2.3978610732338645
37,2.4059805382243202,2.3978610732338645
38,2.4040708060154827,2.3978610732338645
39,2.406526883239941,2.3978610732338645
40,2.406503586513002,2.3978610732338645
41,2.405537147961004,2.3978610732338645
42,2.406050114375551,2.3978610732338645
43,2.4062842603229804,2.3978610732338645
44,2.404695427936056,2.3978610732338645
45,2.4075630046522525,2.3978610732338645
46,2.4054079226520666,2.3978610732338645
47,2.405658268257785,2.3978610732338645
48,2.405240842448476,2.3978610732338645
49,2.405850365948494,2.3978610732338645
50,2.4044378950162923,2.3978610732338645
51,2.4048302283372416,2.3978610732338645
52,2.406132792572841,2.3978610732338645
53,2.405325216405532,2.3978610732338645
54,2.4056668903516685,2.3978610732338645
55,2.405490158768871,2.3978610732338645
56,2.4049901090314627,2.3978610732338645
57,2.4055842091055477,2.3978610732338645
58,2.405600392909916,2.3978610732338645
59,2.405886561669352,2.3978610732338645
60,2.406709388698763,2.3978610732338645
61,2.4056906956236075,2.3978610732338645
62,2.406323850002435,2.3978610732338645
63,2.4063461497616583,2.3978610732338645
64,2.405850645831174,2.3978610732338645
65,2.405303361775625,2.3978610732338645
66,2.406134732848848,2.3978610732338645
67,2.405735090870382,2.3978610732338645
68,2.4054191405206082,2.3978610732338645
69,2.4062500079269604,2.3978610732338645
70,2.4082892581325055,2.3978610732338645
71,2.405019772936926,2.3978610732338645
72,2.406450322217039,2.3978610732338645
73,2.4056274683579155,2.3978610732338645
74,2.40608823695756,2.3978610732338645
75,2.4061790311427984,2.3978610732338645
76,2.4053794746203803,2.3978610732338645
77,2.406836989590579,2.3978610732338645
78,2.405349689981212,2.3978610732338645
79,2.4049608987920426,2.3978610732338645
80,2.4058383383104562,2.3978610732338645
