Epoch,Train Loss,Validation Loss
1,2.508903367440109,2.494628958268599
2,2.5079156748778986,2.494628958268599
3,2.5088564587371125,2.494628958268599
4,2.5080102374181723,2.494628958268599
5,2.5088933623965133,2.494628958268599
6,2.5086243951412115,2.494628958268599
7,2.5081861708170314,2.494628958268599
8,2.5101728768604796,2.494628958268599
9,2.5082305252094708,2.494628958268599
10,2.508315657105897,2.494628958268599
11,2.508837790745299,2.494628958268599
12,2.5100782362701337,2.494628958268599
13,2.5079234176889407,2.494628958268599
14,2.509620651869518,2.494628958268599
15,2.508643473505669,2.494628958268599
16,2.507607529535318,2.494628958268599
17,2.508059135178471,2.494628958268599
18,2.509844680576373,2.494628958268599
19,2.508568302139907,2.494628958268599
20,2.5096852175719904,2.494628958268599
21,2.5081852738509705,2.494628958268599
22,2.509190494142225,2.494628958268599
23,2.5081222374420946,2.494628958268599
24,2.508342316083591,2.494628958268599
25,2.509166803506329,2.494628958268599
26,2.508523680669877,2.494628958268599
27,2.5086621506439757,2.494628958268599
28,2.5089925805016247,2.494628958268599
29,2.508131347348928,2.494628958268599
30,2.5084196143138136,2.494628958268599
31,2.507457022166923,2.494628958268599
32,2.5090345000976795,2.494628958268599
33,2.508208089472388,2.494628958268599
34,2.508957354309004,2.494628958268599
35,2.5079921596800276,2.494628958268599
36,2.5088978332021963,2.494628958268599
37,2.508738916548317,2.494628958268599
38,2.508027429775814,2.494628958268599
39,2.5078746357842174,2.494628958268599
40,2.508664806785486,2.494628958268599
41,2.507988730964758,2.494628958268599
42,2.507133586327438,2.494628958268599
43,2.508555676931006,2.494628958268599
44,2.508953734127152,2.494628958268599
45,2.5084768762368985,2.494628958268599
46,2.5082509932310684,2.494628958268599
47,2.507369167664472,2.494628958268599
48,2.5106003467384204,2.494628958268599
49,2.5084495148085573,2.494628958268599
50,2.5085576501343865,2.494628958268599
51,2.5077214930063625,2.494628958268599
52,2.5102213874192496,2.494628958268599
53,2.509509286612196,2.494628958268599
54,2.5083472881170796,2.494628958268599
55,2.508118539210171,2.494628958268599
56,2.508525094717665,2.494628958268599
57,2.5077867745743383,2.494628958268599
58,2.5086742319414377,2.494628958268599
59,2.5085778748592755,2.494628958268599
60,2.5098621345237087,2.494628958268599
61,2.5084993314864996,2.494628958268599
62,2.5087103441243284,2.494628958268599
63,2.5093371008363223,2.494628958268599
64,2.5074558343423905,2.494628958268599
65,2.508746127643244,2.494628958268599
66,2.5090938913242895,2.494628958268599
67,2.509030157342896,2.494628958268599
68,2.5082980196189393,2.494628958268599
69,2.5076313341974905,2.494628958268599
70,2.508958113467907,2.494628958268599
71,2.5094293243135026,2.494628958268599
72,2.5093314763530135,2.494628958268599
73,2.5075457815623956,2.494628958268599
74,2.509253270790705,2.494628958268599
75,2.5075305276514626,2.494628958268599
76,2.509826852232599,2.494628958268599
77,2.5090360714651436,2.494628958268599
78,2.5066972059362076,2.494628958268599
79,2.509675187527981,2.494628958268599
80,2.5090014324773606,2.494628958268599
