Epoch,Train Loss,Validation Loss
1,2.4357186223539853,2.422030880481382
2,2.4358800353906345,2.422030880481382
3,2.4330586911467336,2.422030880481382
4,2.4335850730271598,2.422030880481382
5,2.434476176186291,2.422030880481382
6,2.433625313936902,2.422030880481382
7,2.4332125619854157,2.422030880481382
8,2.4332300811777334,2.422030880481382
9,2.4333665157522995,2.422030880481382
10,2.434153203769108,2.422030880481382
11,2.434366611568519,2.422030880481382
12,2.43542926634669,2.422030880481382
13,2.4335947042840824,2.422030880481382
14,2.4352033010224248,2.422030880481382
15,2.43415065921481,2.422030880481382
16,2.4347758555351318,2.422030880481382
17,2.433047915968444,2.422030880481382
18,2.4351235576297925,2.422030880481382
19,2.432061921605064,2.422030880481382
20,2.434073920140181,2.422030880481382
21,2.433724306428524,2.422030880481382
22,2.4350301188886014,2.422030880481382
23,2.4348866579782626,2.422030880481382
24,2.433829176456422,2.422030880481382
25,2.433218951115523,2.422030880481382
26,2.4330150806690423,2.422030880481382
27,2.4350203516538187,2.422030880481382
28,2.433567025167558,2.422030880481382
29,2.43380924319977,2.422030880481382
30,2.435191385581365,2.422030880481382
31,2.433355635694226,2.422030880481382
32,2.433861491625266,2.422030880481382
33,2.435850928811466,2.422030880481382
34,2.432984711873867,2.422030880481382
35,2.4355599746069947,2.422030880481382
36,2.4346219798183197,2.422030880481382
37,2.434135815676521,2.422030880481382
38,2.4346525327628834,2.422030880481382
39,2.4333053574232797,2.422030880481382
40,2.4341599410757078,2.422030880481382
41,2.4343843588133907,2.422030880481382
42,2.4337801439377964,2.422030880481382
43,2.4342066083112948,2.422030880481382
44,2.4334389273163,2.422030880481382
45,2.4339392904735284,2.422030880481382
46,2.4343328951569774,2.422030880481382
47,2.434049475833278,2.422030880481382
48,2.4325267036857507,2.422030880481382
49,2.435248929826195,2.422030880481382
50,2.4357196668834638,2.422030880481382
51,2.434525434928172,2.422030880481382
52,2.435094232144563,2.422030880481382
53,2.4351250149709793,2.422030880481382
54,2.4333737927019747,2.422030880481382
55,2.4322902064799043,2.422030880481382
56,2.43462931835438,2.422030880481382
57,2.433170718000368,2.422030880481382
58,2.4345790187416174,2.422030880481382
59,2.432823740307937,2.422030880481382
60,2.434717952138018,2.422030880481382
61,2.434784137989249,2.422030880481382
62,2.434549929235902,2.422030880481382
63,2.4331243288181628,2.422030880481382
64,2.4336389666018277,2.422030880481382
65,2.4360199450227,2.422030880481382
66,2.4317851853187737,2.422030880481382
67,2.433054270341878,2.422030880481382
68,2.433812992652054,2.422030880481382
69,2.4338681252716143,2.422030880481382
70,2.4342156651684697,2.422030880481382
71,2.43249551536482,2.422030880481382
72,2.4348819566809614,2.422030880481382
73,2.4341524848547738,2.422030880481382
74,2.4336330713823324,2.422030880481382
75,2.434975334445534,2.422030880481382
76,2.4349137261090683,2.422030880481382
77,2.433866125848287,2.422030880481382
78,2.433521120749471,2.422030880481382
79,2.433124888583522,2.422030880481382
80,2.435408656859337,2.422030880481382
